20.92142,27.35878,25.74944,22.53076,19.31208,17.70274,30.57746,30.57746,25.74944,33.79614
65.98294,33.79614,57.93624,41.84284,46.67086,78.85766,78.85766,78.85766,86.90436,65.98294
45.06152,43.45218,40.23350,57.93624,46.67086,82.07634,98.16974,98.16974,88.51370,33.79614
72.42030,72.42030,67.59228,85.29502,74.02964,111.04446,125.52852,125.52852,117.48182,65.98294
57.93624,59.54558,62.76426,43.45218,54.71756,24.14010,14.48406,14.48406,35.40548,67.59228
59.54558,27.35878,51.49888,35.40548,40.23350,69.20162,67.59228,67.59228,80.46700,61.15492
72.42030,70.81096,67.59228,85.29502,74.02964,109.43512,125.52852,125.52852,117.48182,64.37360
27.35878,19.31208,19.31208,33.79614,22.53076,57.93624,74.02964,74.02964,65.98294,22.53076
51.49888,54.71756,56.32690,38.62416,49.88954,27.35878,25.74944,25.74944,37.01482,65.98294
49.88954,56.32690,57.93624,40.23350,51.49888,16.09340,3.21868,3.21868,19.31208,65.98294
98.16974,64.37360,90.12304,70.81096,77.24832,94.95106,93.34172,93.34172,104.60710,98.16974
22.53076,14.48406,11.26538,27.35878,16.09340,72.42030,85.29502,85.29502,80.46700,30.57746
33.79614,20.92142,17.70274,46.67086,37.01482,72.42030,85.29502,85.29502,80.46700,30.57746
14.48406,38.62416,17.70274,33.79614,27.35878,30.57746,41.84284,41.84284,35.40548,22.53076
75.63898,74.02964,70.81096,88.51370,77.24832,112.65380,128.74720,128.74720,120.70050,67.59228
38.62416,6.43736,30.57746,17.70274,20.92142,54.71756,57.93624,57.93624,61.15492,41.84284
46.67086,46.67086,24.14010,59.54558,48.28020,51.49888,64.37360,64.37360,59.54558,24.14010
22.53076,30.57746,25.74944,16.09340,20.92142,22.53076,28.96812,28.96812,28.96812,35.40548
65.98294,65.98294,61.15492,78.85766,67.59228,104.60710,128.74720,128.74720,119.09116,61.15492
45.06152,51.49888,54.71756,33.79614,46.67086,16.09340,8.04670,8.04670,25.74944,64.37360
8.04670,35.40548,14.48406,27.35878,22.53076,28.96812,43.45218,43.45218,37.01482,24.14010
57.93624,27.35878,51.49888,33.79614,40.23350,57.93624,56.32690,56.32690,67.59228,61.15492
46.67086,12.87472,38.62416,22.53076,27.35878,48.28020,46.67086,46.67086,57.93624,48.28020
27.35878,12.87472,19.31208,27.35878,19.31208,51.49888,67.59228,67.59228,59.54558,32.18680
28.96812,20.92142,24.14010,6.43736,17.70274,35.40548,33.79614,33.79614,45.06152,32.18680
6.43736,27.35878,4.82802,19.31208,14.48406,46.67086,61.15492,61.15492,54.71756,8.04670
11.26538,43.45218,17.70274,37.01482,30.57746,37.01482,49.88954,49.88954,40.23350,17.70274
27.35878,62.76426,37.01482,54.71756,48.28020,51.49888,74.02964,74.02964,57.93624,30.57746
30.57746,38.62416,25.74944,45.06152,28.96812,69.20162,82.07634,82.07634,75.63898,25.74944
40.23350,48.28020,43.45218,33.79614,37.01482,9.65604,27.35878,27.35878,8.04670,53.10822
32.18680,62.76426,48.28020,56.32690,49.88954,62.76426,83.68568,83.68568,67.59228,45.06152
43.45218,54.71756,62.76426,38.62416,41.84284,14.48406,20.92142,20.92142,4.82802,64.37360
43.45218,12.87472,28.96812,27.35878,19.31208,51.49888,67.59228,67.59228,59.54558,40.23350
8.04670,25.74944,3.21868,19.31208,12.87472,40.23350,59.54558,59.54558,48.28020,11.26538
30.57746,40.23350,35.40548,25.74944,28.96812,6.43736,22.53076,22.53076,14.48406,45.06152
22.53076,57.93624,35.40548,48.28020,43.45218,35.40548,51.49888,51.49888,40.23350,32.18680
20.92142,16.09340,12.87472,28.96812,17.70274,54.71756,67.59228,67.59228,61.15492,22.53076
16.09340,22.53076,8.04670,24.14010,12.87472,48.28020,62.76426,62.76426,56.32690,12.87472
17.70274,53.10822,27.35878,45.06152,38.62416,32.18680,49.88954,49.88954,38.62416,24.14010
54.71756,22.53076,46.67086,30.57746,35.40548,67.59228,70.81096,70.81096,75.63898,56.32690
8.04670,24.14010,3.21868,19.31208,12.87472,46.67086,62.76426,62.76426,54.71756,8.04670
30.57746,30.57746,27.35878,45.06152,32.18680,69.20162,85.29502,85.29502,77.24832,27.35878
17.70274,40.23350,14.48406,32.18680,25.74944,53.10822,67.59228,67.59228,61.15492,4.82802
19.31208,32.18680,17.70274,33.79614,22.53076,59.54558,74.02964,74.02964,67.59228,9.65604
19.31208,14.48406,14.48406,20.92142,9.65604,45.06152,61.15492,61.15492,53.10822,22.53076
30.57746,11.26538,22.53076,24.14010,16.09340,49.88954,64.37360,64.37360,56.32690,33.79614
28.96812,20.92142,24.14010,6.43736,17.70274,35.40548,33.79614,33.79614,45.06152,32.18680
35.40548,38.62416,45.06152,22.53076,33.79614,35.40548,33.79614,33.79614,40.23350,54.71756
51.49888,27.35878,45.06152,27.35878,32.18680,51.49888,49.88954,49.88954,61.15492,54.71756
19.31208,14.48406,14.48406,20.92142,9.65604,45.06152,61.15492,61.15492,53.10822,22.53076
20.92142,28.96812,28.96812,16.09340,20.92142,20.92142,28.96812,28.96812,32.18680,38.62416
27.35878,28.96812,24.14010,41.84284,30.57746,65.98294,80.46700,80.46700,74.02964,20.92142
4.82802,27.35878,4.82802,20.92142,14.48406,38.62416,53.10822,53.10822,46.67086,9.65604
114.26314,24.14010,1.60934,17.70274,11.26538,41.84284,56.32690,56.32690,49.88954,11.26538
30.57746,40.23350,35.40548,25.74944,28.96812,6.43736,24.14010,24.14010,14.48406,41.84284
8.04670,35.40548,14.48406,27.35878,22.53076,28.96812,43.45218,43.45218,37.01482,24.14010
38.62416,48.28020,43.45218,32.18680,37.01482,9.65604,25.74944,25.74944,8.04670,53.10822
37.01482,38.62416,38.62416,20.92142,33.79614,24.14010,22.53076,22.53076,33.79614,49.88954
30.57746,11.26538,22.53076,24.14010,16.09340,49.88954,64.37360,64.37360,56.32690,33.79614
33.79614,43.45218,38.62416,33.79614,32.18680,11.26538,27.35878,27.35878,17.70274,45.06152
22.53076,57.93624,35.40548,48.28020,43.45218,35.40548,51.49888,51.49888,40.23350,32.18680
51.49888,20.92142,45.06152,27.35878,32.18680,51.49888,49.88954,49.88954,61.15492,53.10822
19.31208,32.18680,17.70274,33.79614,22.53076,59.54558,74.02964,74.02964,67.59228,9.65604
33.79614,9.65604,25.74944,24.14010,16.09340,49.88954,65.98294,65.98294,57.93624,37.01482
35.40548,35.40548,32.18680,48.28020,37.01482,74.02964,86.90436,86.90436,80.46700,24.14010
135.18456,93.34172,117.48182,102.99776,106.21644,127.13786,109.43512,102.99776,131.96588,133.57522